Number,Title,Price,Item ID,Global ID,Category,Payment Method,Country,Selling State,Start Time,End Time
2878,"Ball Perfect Mason Jar Blue Aqua Glass Jars Canning Jars 5 1/2"" w lid",10.4,182871200380,EBAY-US,Jars,PayPal,"Madison,OH,USA",Active,2017-11-01,2017-12-01
2879,"Antique Ball Mason Jar, Triple L, 1900 / 1910 Aqua",13.95,272904733537,EBAY-US,Jars,PayPal,"Millington,NJ,USA",Active,2017-10-28,2017-11-27
2880,Ball Quilted Crystal Jelly 4 oz Mason Jars,28.59,263301950227,EBAY-US,Jars,PayPal,USA,Active,2017-11-06,2017-12-06
2881,THREE (3) VINTAGE BLUE BALL PERFECT MASON QUART JARS WEDDING CRAFT,16.0,202101263167,EBAY-US,Jars,PayPal,"Albany,OR,USA",Active,2017-11-01,2017-12-01
2882,AMBER PINT MASON FRUIT JAR,132.99,272908142581,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-10-30,2017-11-29
2883,"Antique 3 1/4'' Aged Mason Jar Ring, U.S. Made Jars",17.99,152772777565,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-04,2017-12-04
2884,Ball Perfect Mason Jar Zinc Lid One Quart #2 Vintage 1923-1933,6.99,322896547637,EBAY-US,Jars,PayPal,"Streetman,TX,USA",Active,2017-11-21,2017-12-21
2885,"2.5 Gal 14"" Huge Mason Jar American Eagle Star Nov 30 1858 Glass Pickle and lid",60.0,172850687046,EBAY-US,Jars,PayPal,"Attica,IN,USA",Active,2017-09-03,2017-12-02
2886,Vintage Anchor Hocking Bicentennial Quart Mason Jar Fruit 1976 1776 Liberty Bell,7.5,372118702676,EBAY-US,Jars,PayPal,"Charlotte,NC,USA",Active,2017-10-28,2017-11-27
2887,12 Vtg HALF GALLON Mason Jars 2 Qts Canning Fruit Clear Kerr Ball Wedding Decor,49.99,182870730069,EBAY-US,Jars,PayPal,"Pittsburgh,PA,USA",Active,2017-11-01,2017-12-01
2888,Ball Drinking Mason Jars 4 pc. 24 oz. Wide Mouth,19.99,272403527000,EBAY-US,Jars,PayPal,"Eugene,OR,USA",Active,2016-10-06,2017-11-30
2889,NICE LIGHT BLUE COLORED ATLAS MASON'S PATENT JAR W/LID 1910'S ERA CLEAN L@@K,29.0,371921112347,EBAY-US,Jars,PayPal,"Hillsboro,IL,USA",Active,2017-04-15,2017-12-11
2890,Regular Mouth 12 Count 4oz Quilted Crystal Jelly Mason Jars with Lids & Bands,22.24,182861502860,EBAY-US,Jars,PayPal,"Chicago,IL,USA",Active,2017-10-28,2017-11-27
2891,"Vintage Ball Ideal Blue Quart Mason Jar Pat'd July 14, 1908 w/ Glass Lid",8.99,111966969316,EBAY-US,Jars,PayPal,"Rolesville,NC,USA",Active,2016-04-12,2017-12-03
2892,UNUSUAL RARE BALL MASONS PATENT CLEAR QUART CANNING JAR WITH ZINC LID BOLD,24.95,272950443953,EBAY-US,Jars,PayPal,"North Manchester,IN,USA",Active,2017-11-23,2017-12-23
2893,5 OLD VINTAGE 1910-23 BALL BLUE GLASS PERFECT MASON QUART CANNING JARS 0 1 5 11,38.95,272950446800,EBAY-US,Jars,PayPal,"North Manchester,IN,USA",Active,2017-11-23,2017-12-23
2894,5 OLD VINTAGE 1910-23 BALL BLUE GLASS OFFSET PERFECT MASON QUART CANNING JARS,36.95,272950446805,EBAY-US,Jars,PayPal,"North Manchester,IN,USA",Active,2017-11-23,2017-12-23
2895,4 VINTAGE CLEAR GLASS MOM'S MASON QUART CANNING JAR BALL ZINC LID COLUMBUS OHIO,26.95,282744576336,EBAY-US,Jars,PayPal,"North Manchester,IN,USA",Active,2017-11-23,2017-12-23
2896,5 OLD VINTAGE 1923-33 BALL BLUE GLASS PERFECT MASON QUART CANNING JARS 1 1 8 15,36.95,282744577948,EBAY-US,Jars,PayPal,"North Manchester,IN,USA",Active,2017-11-23,2017-12-23
2897,RARE OLD ANTIQUE BLUE GLASS ROOT HALF GALLON MASON CANNING JAR ZINC ZINK LID,47.95,282744577953,EBAY-US,Jars,PayPal,"North Manchester,IN,USA",Active,2017-11-23,2017-12-23
2898,VINTAGE CROWN MASON ZINC LIDS-LOT OF 8,25.0,253258735053,EBAY-US,Jars,PayPal,"Andover,MN,USA",Active,2017-11-14,2017-12-14
2899,Aqua Quart Jar  MASON'S PATENT NOV 30th 1858 Slightly Squashed,50.99,382277242817,EBAY-US,Jars,PayPal,"Sanford,MI,USA",Active,2017-11-08,2017-12-08
2900,Antique Qt Jar MASON'S PATENT NOV 30th 1858 Cornflower Blue Zinc Lid~M 5 Bottom,75.0,253240070974,EBAY-US,Jars,PayPal,"Indianapolis,IN,USA",Active,2017-11-03,2017-12-03
2901,1 Quart BALL Perfect Mason Jar #5 w KERR Lid Corn and Bean Filled Decor,12.97,121986886481,EBAY-US,Jars,PayPal,"Merrill,IA,USA",Active,2016-05-15,2017-12-06
2902,3 Vintage Blue Ball Prefect Mason Jars Canister Set w Lids Pt Qt 1/2 Gal,25.0,182918850165,EBAY-US,Jars,PayPal,"Attica,IN,USA",Active,2017-11-22,2017-12-22
2903,Atlas Mason Half Gallon Regular Mouth,35.0,132398260119,EBAY-US,Jars,PayPal,"Portland,OR,USA",Active,2017-11-14,2017-12-14
2904,Ball Perfect Mason Clear Glass Quart 8 Ribs Rb 278 Concentric Circles,28.49,282575259781,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-07-17,2017-12-14
2905,12 VINTAGE NEW OLD STOCK BALL ZINC MASON JAR LIDS/CAPS IN ORIGINAL BOX,35.99,312004673775,EBAY-US,Jars,PayPal,"Stewartstown,PA,USA",Active,2017-11-16,2017-12-16
2906,Antique Knox Mason Keystone Half Pint Fruit Jar Original Lid,33.24,282737478701,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-11-17,2017-12-17
2907,Antique Jar Ball Perfect Mason Blue Green #2 TWO QT Quarts,5.85,132382636270,EBAY-US,Jars,PayPal,"Erie,PA,USA",Active,2017-10-31,2017-11-30
2908,"BALL PERFECT MASON VINTAGE CANNING JAR BLUE 9.5"" Light Blue ERROR",22.46,292013580630,EBAY-US,Jars,"['CashOnPickup', 'PayPal']","Plover,WI,USA",Active,2017-01-29,2017-11-25
2909,SCARCE GREEN Large 1/2 Gallon Antique C. 1910 BALL Mason Canning Jar Zinc Lid,157.46,362147192917,EBAY-US,Jars,PayPal,"Lincoln,CA,USA",Active,2017-11-02,2017-12-02
2910,Vintage Atlas H over A Mason Clear Square Quart Jar K-10 Free Shipping!!!,11.96,282725867538,EBAY-US,Jars,PayPal,"Newark,DE,USA",Active,2017-11-08,2017-12-08
2911,481-7  #13 BALL PERFECT MASON HALF GALLON FRUIT JAR WITH ZINC LID,35.0,172947393475,EBAY-US,Jars,PayPal,"Jasper,IN,USA",Active,2017-10-25,2017-11-24
2912,Rare Primitive Marion Fruit Jar & Bottle Co Wood Shipping Crate Mason Box Quarts,332.49,282700688528,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-10-19,2017-12-18
2913,Vintage Collectible Clear Glass Ball Perfect 1 quart Mason Jar,3.99,192352741935,EBAY-US,Jars,PayPal,"Minneapolis,MN,USA",Active,2017-11-03,2017-12-03
2914,"Set of Ball Ideal 1/3, 1/2, Pint, Quart, & Half Gallon Bail Top Mason Jar Lid",69.0,152510701182,EBAY-US,Jars,PayPal,"Henderson,NY,USA",Active,2017-04-14,2017-12-10
2915,4 Wheaton Canning Mason Fruit Jars  8 Oz Clear Glass with  Wire Stand  Vintage,29.75,192023104419,EBAY-US,Jars,PayPal,"Phoenix,AZ,USA",Active,2016-11-09,2017-12-04
2916,Vintage Quart Atlas Mason Jar With Zinc Lids,6.95,391917334813,EBAY-US,Jars,PayPal,"Roff,OK,USA",Active,2017-11-01,2017-12-01
2917,"Vintage 3'' Bright Blue Mason Jar Insert, Beautiful Shape, Air Bubbles",10.99,263301375021,EBAY-US,Jars,PayPal,"Inwood,WV,USA",Active,2017-11-05,2017-12-05
2918,2 tapered Vintage Aqua Ball Mason 1 quart Canning Jar With zinc Lids,5.99,263340407776,EBAY-US,Jars,PayPal,"Mocksville,NC,USA",Active,2017-11-23,2017-12-03
2919,Antique Mason Fruit Canning Jar . The Mason . Quart,23.74,272613261152,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-03-31,2017-11-26
2920,4 Vintage Pint Waffle Diamond Grid Embossed Mason Clear Jars Ball Zinc Lids HA,21.99,282742968135,EBAY-US,Jars,PayPal,"Neenah,WI,USA",Active,2017-11-21,2017-12-21
2921,Dropped A Ball offset Perfect Mason Set #7,20.0,332367137118,EBAY-US,Jars,PayPal,"Donnellson,IA,USA",Active,2017-09-03,2017-12-02
2922,Vintage Under#7 Ball Perfect Mason<Light Blue Glass Canning Jar w/ Zinc Lid  EX.,12.75,281578101641,EBAY-US,Jars,PayPal,"Bountiful,UT,USA",Active,2015-01-27,2017-12-12
2923,Vintage Kerr Self Sealing Trademark Reg Mason 1/2 Gallon Square Mason Jar w/Lid,22.99,312008485598,EBAY-US,"Boxes, Jars & Tins",PayPal,"Kalispell,MT,USA",Active,2017-11-22,2017-12-22
2924,Very Rare Half Pint Empire in a Cross Canning Fruit Mason Jar Bubbly Bubbles HTF,67.95,291748288614,EBAY-US,Jars,PayPal,"Mercersburg,PA,USA",Active,2016-04-26,2017-12-17
2925,6 Ball Perfect Mason Aquamarine Blue Quart Canning Jars Crafts Wedding Decor.,45.0,311998943377,EBAY-US,Jars,PayPal,"Sellersburg,IN,USA",Active,2017-11-08,2017-12-08
2926,Antique #13 Ball Perfect Mason Blue Fruit Canning QUART Jar w/ Zinc Lid 1923-33,39.99,202121955063,EBAY-US,Jars,PayPal,"Cincinnati,OH,USA",Active,2017-11-22,2017-12-22
2927,"Vintage Bright Blue 1 qt Ball Triple L Mason Jar, Vintage Aged Ball zinc Lid",15.99,222707427413,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-05,2017-12-05
2928,"Antique 3'' ((( EXTREME BRIGHT BLUE ))) Mason Jar Insert, Item # F - 234",11.99,263281436130,EBAY-US,Jars,PayPal,"Inwood,WV,USA",Active,2017-10-26,2017-11-25
2929,Ball 1440069022 1/2 Pint Blue Regular Mouth Mason Jars,13.01,282432636457,EBAY-US,Jars,PayPal,"Sacramento,CA,USA",Active,2017-04-13,2017-12-09
2930,2-VINTAGE BALL DEPRESSION GLASS GREEN MASON JAR,9.95,272753228100,EBAY-US,Jars,PayPal,"Cincinnati,OH,USA",Active,2017-07-07,2017-12-04
2931,"4 Vintage Kerr ""Self Sealing"" Logo Mason Square Jars",15.0,263309582252,EBAY-US,Jars,PayPal,"Lynwood,CA,USA",Active,2017-11-09,2017-12-09
2932,Vintage Bi-Centennial Liberty Bell Mason Jars - Pair,14.99,282075996985,EBAY-US,Jars,"['PayPal', 'VisaMC', 'AmEx', 'Discover']","Sistersville,WV,USA",Active,2016-06-22,2017-12-14
2933,Ball Mason Ideal 1976 Bicentennial Celebration Blue Jar Quart Size with seal,19.99,322499101442,EBAY-US,Jars,PayPal,"Brookfield,IL,USA",Active,2017-04-29,2017-11-25
2934,"CLYDE, N.Y. MASON’S IMPROVED FRUIT JAR (Circa 1910)",52.45,292323228711,EBAY-US,Jars,PayPal,"Gurley,AL,USA",Active,2017-11-09,2017-12-09
2935,4 SQUATTY HALF PINT BALL Mason Wide Mouth JARS STAINED AQUA BLUE GLASS,24.99,263238798557,EBAY-US,Jars,PayPal,"Salt Lick,KY,USA",Active,2017-09-30,2017-11-29
2936,Antique Blue Ball Perfect Mason 2 Quart Marked 2 With The Zinc And Porcelain Lid,22.87,182880507352,EBAY-US,Jars,PayPal,"Moreno Valley,CA,USA",Active,2017-11-06,2017-12-06
2937,vintage Green Atlas E - Z Seal pint Canning Mason Fruit Jar #3 with blue lid,22.0,142555725653,EBAY-US,Jars,PayPal,"Orchard Park,NY,USA",Active,2017-10-29,2017-11-28
2938,vintage Green Atlas E - Z Seal pint Canning Mason Fruit Jar with blue lid,22.0,132379185156,EBAY-US,Jars,PayPal,"Orchard Park,NY,USA",Active,2017-10-29,2017-11-28
2939,"Vintage Ball Perfect Mason Blue Quart Jar #7 0,1910-1923 Lot #146M",12.75,202105685847,EBAY-US,Jars,PayPal,"Green Bay,WI,USA",Active,2017-11-07,2017-12-07
2940,Vitg. Ball Ideal Blue Mason Bicentennial Quart Jar 1776-1976 Eagle W/O lid. MS01,8.0,232570840319,EBAY-US,Jars,PayPal,"Brownsville,TN,USA",Active,2017-11-22,2017-12-22
2941,VTG Klik It Mason Jar Caps One Piece Reusable Canning Lids Original Box 11 Pce,24.95,142594464755,EBAY-US,Jars,PayPal,"Norfolk,NE,USA",Active,2017-11-22,2017-12-22
2942,1903 Vintage New York J W Beardsleys Sons Container Mason Jar w Lid,33.24,282606386268,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-08-10,2017-12-08
2943,Lot of 3 Blue Old Ball Perfect Mason Canning Jars 1923 to 1933  Quart  Zinc Lids,22.0,302532660938,EBAY-US,Jars,PayPal,"Mishawaka,IN,USA",Active,2017-11-17,2017-12-17
2944,Atlas EZ Seal Glass Mason Jar with Glass Lid Clear with Working Bail,20.0,182769667568,EBAY-US,Jars,PayPal,"Fort Lauderdale,FL,USA",Active,2017-09-16,2017-12-15
2945,Kerr Mason Aug 31 1915 Quare Jar w/Zinc Milk Glass Lined Lid (B4R),20.0,112640283452,EBAY-US,Jars,PayPal,"Garden Valley,CA,USA",Active,2017-11-13,2017-12-13
2946,Vintage Glass Ball Perfect Mason 2 Quart Size Canning Jar Zinc Lid Glass Insert,20.95,371825499183,EBAY-US,Jars,PayPal,"Fairmount,IN,USA",Active,2016-12-28,2017-12-23
2947,"Antique,pint aqua/green Canning jar.Genuine with""Mason"" inside of a pennant flag",22.0,142062549282,EBAY-US,Jars,PayPal,"Murrieta,CA,USA",Active,2016-07-22,2017-12-14
2948,Antique 3 L Qt Blue Bullet Ball Mason Jar Has 3 Dots On Bottom & Zinc Lid,12.0,401382677706,EBAY-US,Jars,PayPal,"Kansas City,MO,USA",Active,2017-08-11,2017-12-09
2949,Aqua Blue  Ball PERFECT MASON Quart Jar Vintage  Mfg 1923 - 1933,8.0,132389813784,EBAY-US,Jars,PayPal,"New Marshfield,OH,USA",Active,2017-11-06,2017-12-06
2950,2 Atlas E-Z Seal Canning Mason Jars Blue Quart -061749,39.99,232387687854,EBAY-US,Jars,PayPal,"Cincinnati,OH,USA",Active,2017-06-26,2017-12-23
2951,Mason Jar 4 Gal Canning Nov-30-1858 Pickle Jar Vint.5gl ? 60's-70's K-Mart Decor,200.0,292310151809,EBAY-US,Jars,PayPal,"Redford,MI,USA",Active,2017-10-28,2017-11-27
2952,UNIQUE Blue 1/2 Gallon Antique C. 1910 BALL Mason Canning Jar Zinc Lid # 5 RARE,80.97,362147169553,EBAY-US,Jars,PayPal,"Lincoln,CA,USA",Active,2017-11-02,2017-12-02
2953,"Antique 3'' Bright Blue Crown Mason Jar Insert, beautiful Shape",10.99,152780047052,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-11-09,2017-12-09
2954,LUCKY #14!  BALL PERFECT MASON BLUE HALF GALLON FRUIT/CANNING JAR WITH ZINC LID,27.99,122783314663,EBAY-US,Jars,PayPal,"New Athens,IL,USA",Active,2017-10-30,2017-11-29
2955,RARE Bright Blue 1/2 Gallon Antique C. 1910 BALL Mason Canning Jar Zinc Lid NICE,89.95,292314973605,EBAY-US,Jars,PayPal,"Lincoln,CA,USA",Active,2017-11-02,2017-12-02
2956,Canadian Mason Jar Bocal Made in Canada Consumers Glass,35.89,351898890167,EBAY-US,Jars,PayPal,"Corpus Christi,TX,USA",Active,2016-11-06,2017-12-01
2957,NICE AQUA BALL(UNDERLINED) MASON EMBOSSED LOW W/LID QUART 1910'S ERA DUG L@@K,28.0,112061972145,EBAY-US,Jars,PayPal,"Hillsboro,IL,USA",Active,2016-07-19,2017-12-11
2958,7125--- case of old Hazel Atlas mason pint jars - original carton - unused seals,135.0,401441386741,EBAY-US,Jars,PayPal,"Wexford,PA,USA",Active,2017-11-13,2017-12-13
2959,blue ball ideal mason jar wire bail lot 26 quart glass,9.99,322857817874,EBAY-US,Jars,PayPal,"Duncannon,PA,USA",Active,2017-11-01,2017-12-01
2960,1923-1933 Ball Perfect Mason Aqua Blue 1/2 Gal Canning Fruit Jar #13 w/ Zinc Lid,37.95,263286912326,EBAY-US,Jars,PayPal,"Fenton,MI,USA",Active,2017-10-29,2017-11-28
2961,BALL SQUATTY  PINT MASON JAR Wide Mouth COLORED & 2 PC LID in Light Cobalt Blue,9.99,222646098692,EBAY-US,Jars,PayPal,"Baldwin,MI,USA",Active,2017-09-15,2017-12-14
2962,UNIQUE CS  SC Logo Mason's Jar Aqua 168 & Atlas Zinc Lid 1 quart porcelain liner,38.95,332172666345,EBAY-US,Jars,PayPal,"Elverson,PA,USA",Active,2017-04-03,2017-11-29
2963,Hazel Atlas Mason H over A Square Glass 2 Quart Vtg Square Shoulder Canning Jar,26.95,152798333754,EBAY-US,Jars,PayPal,"Travelers Rest,SC,USA",Active,2017-11-22,2017-12-22
2964,"VINTAGE  1 Qt. ATLAS STRONG SHOULDER MASON Jar CLEAR, 7"" tall, regular mouth",7.5,192360402910,EBAY-US,Jars,PayPal,"Hot Springs,SD,USA",Active,2017-11-10,2017-12-10
2965,BALL SQUATTY HALF PINT MASON JAR Wide Mouth COLORED & 2 PC LID in Sunny Yellow,6.99,222526018931,EBAY-US,Jars,PayPal,"Baldwin,MI,USA",Active,2017-05-27,2017-12-23
2966,BALL SQUATTY HALF PINT MASON JAR Wide Mouth COLORED & 2 PC LID in Amber Orange,6.99,222526024795,EBAY-US,Jars,PayPal,"Baldwin,MI,USA",Active,2017-05-27,2017-12-23
2967,Antique 1-1 AQUA BLUE BALL MASON GLASS CANNING JAR Side Seams Old Vtg,29.99,362164512800,EBAY-US,Jars,PayPal,"Solon,OH,USA",Active,2017-11-21,2017-12-21
2968,Crown Mason Jar Mug,39.99,282563209291,EBAY-US,Jars,PayPal,USA,Active,2017-07-08,2017-12-05
2969,(3) Ball Perfect Mason & Atlas Masons Patent Quart Blue Fruit Jars w/Zinc Lids,47.95,301942981989,EBAY-US,Jars,PayPal,"Mercersburg,PA,USA",Active,2016-04-29,2017-12-20
2970,Vintage Blue Perfect Mason Jar Zinc Lid 1923-33 Unique Number 7 Stamped,21.62,262878683979,EBAY-US,Jars,PayPal,"Olean,NY,USA",Active,2017-03-03,2017-11-28
2971,GOLDEN STATEMASON 1910 patent with lid BEN SCHLOSS RARE. ?  Fruit. Jar Mason,49.99,132169885252,EBAY-US,Jars,"['PayPal', 'VisaMC']","Saint Paul,MN,USA",Active,2017-04-24,2017-12-20
2972,"""Atlas E-Z Seal"" Vintage Pint Size Mason Jar W/Glass Lid & Wire Bale",20.0,332434331042,EBAY-US,Jars,PayPal,"Jensen Beach,FL,USA",Active,2017-11-02,2017-12-02
2973,(3) Ball Perfect Mason Pint Blue Fruit Jars w/Zinc Lids 1 Slope Side Ball Mason,42.95,302040550247,EBAY-US,Jars,PayPal,"Mercersburg,PA,USA",Active,2016-08-12,2017-12-05
2974,Vintage clear square Atlas Mason pint jar marked AH K S 2 on the bottom zinc lid,8.0,253264264827,EBAY-US,Jars,PayPal,"Albemarle,NC,USA",Active,2017-11-17,2017-12-17
2975,NEW 6 Green Mason Canning Jars Vintage Ball Heritage 16 Oz Jar Lids & Bands  NIB,33.0,292314263015,EBAY-US,Jars,PayPal,"Mayville,MI,USA",Active,2017-11-01,2017-12-01
2976,"Antique 3'' Bright Blue Mason's Improved Jar Insert, Item # - A - 234",12.99,263282520651,EBAY-US,Jars,PayPal,"Inwood,WV,USA",Active,2017-10-26,2017-11-25
2977,"10 Vintage Blue Ball Perfect Mason Quart Jars W/Zinc Lids Weddings, Crafts",59.95,282609928843,EBAY-US,Jars,PayPal,"Highland,IL,USA",Active,2017-08-13,2017-12-11
2978,"10 Vintage Blue Ball Perfect Mason Quart Jars W/Zinc Lids Weddings, Crafts",59.95,282609996119,EBAY-US,Jars,PayPal,"Highland,IL,USA",Active,2017-08-13,2017-12-11
2979,EUC  Vintage Blue Ball Perfect Mason Square #5 Canning Fruit Jar Zinc Lid Rubber,23.99,222729145972,EBAY-US,Jars,PayPal,"Alpharetta,GA,USA",Active,2017-11-22,2017-12-22
2980,Tiny Mason Jars 2 Pk w/ Metal Lids Small Spice Storage Container Arts Crafts,29.95,282471888764,EBAY-US,Jars,PayPal,"Matamoras,PA,USA",Active,2017-05-11,2017-12-07
2981,(2) Blue Ball Perfect Mason & Masons Patent Nov 1858 Pint Blue Jars w/Zinc Lids,37.95,301942978604,EBAY-US,Jars,PayPal,"Mercersburg,PA,USA",Active,2016-04-29,2017-12-20
2982,Ball 3 L`s Mason Ball Blue Quart Fruit Jar Slope Shoulder,8.0,142563596905,EBAY-US,Jars,PayPal,"Stewartville,MN,USA",Active,2017-11-03,2017-12-03
2983,6 PINTS Blue BALL PERFECT MASON W/Band & Ball Glass Insert Fruit Canning Jars #1,29.99,352211928302,EBAY-US,Jars,PayPal,"Fremont,IN,USA",Active,2017-11-16,2017-11-23
2984,vintage 1 quart  ATLAS STRONG SHOULDER MASON  BLUE canning JAR!! ZINC lid,28.0,311897930491,EBAY-US,Jars,PayPal,"Shell Knob,MO,USA",Active,2017-06-17,2017-12-14
2985,SET OF 9 MASON DRINKING JARS HANDLES MUGS,40.0,202107615309,EBAY-US,Jars,PayPal,"Lenoir City,TN,USA",Active,2017-11-09,2017-12-09
2986,1923-33 LUCKY #13 Aqua Blue Ball Perfect Mason Canning Fruit Jar Egg Shaped 13,49.95,291774556275,EBAY-US,Jars,PayPal,"Mercersburg,PA,USA",Active,2016-05-27,2017-12-18
2987,Lot of 3 Vintage VTG Large Clear Glass Mason Atlas Jars 9.25 in Farm House Decor,22.0,192371566216,EBAY-US,Jars,PayPal,"Eatonton,GA,USA",Active,2017-11-22,2017-12-22
2988,20 Vintage Glass Mason Jar Glass Lids PRESTO canning jar covers clear glass,23.95,352210561472,EBAY-US,Jars,PayPal,"Eland,WI,USA",Active,2017-11-15,2017-12-15
2989,Quilt Jars Set 12 Pack 4 oz with Lids and Bands Ball Mason Regular Mouth Kitchen,19.81,182386939540,EBAY-US,Jars,PayPal,USA,Active,2016-12-12,2017-12-07
2990,Antique 1/2 Gallon Light Aqua Color Mason Jar w/ Matching Lid,23.0,272852829337,EBAY-US,Jars,PayPal,"Mount Vernon,IL,USA",Active,2017-09-18,2017-12-17
2991,Vintage Kerr Mason Vintage Square 1/2 Pint Canning Jar,20.0,172959615780,EBAY-US,Jars,PayPal,"Gibbon,NE,USA",Active,2017-11-01,2017-12-01
2992,Square Clear Glass H over A Hazel Atlas Half Gallon Mason Jar with Zinc Lid,20.0,322874158551,EBAY-US,Jars,PayPal,"Greensboro,NC,USA",Active,2017-11-10,2017-12-10
2993,"Purple Mason Fruit Jars:1/2 Gal, Quart, Pint & Midget—Set of 4 Canning Jars-1858",79.95,331919932403,EBAY-US,Jars,"['PayPal', 'VisaMC', 'Discover']","Shelbyville,IL,USA",Active,2016-07-26,2017-12-18
2994,6 Vintage Ball Perfect Mason Pint Canning Jars w/Zinc Lids and Rubber Seals,24.99,263331481610,EBAY-US,Jars,PayPal,"Bremen,OH,USA",Active,2017-11-18,2017-12-18
2995,1923-1933 Ball Perfect Mason Aqua Blue Quart Canning Fruit Jar #13 w/ Zinc Lid,27.95,263286912328,EBAY-US,Jars,PayPal,"Fenton,MI,USA",Active,2017-10-29,2017-11-28
2996,4 Kerr Wide Mouth Mason Jar Large NO Lid 18838 Jars,21.24,232103419271,EBAY-US,Jars,PayPal,"Bradenton,FL,USA",Active,2016-10-04,2017-11-28
2997,Vintage Mixed Lot of 7  Aqua Ball Mason Jars /Zinc Lids/Bales/Glass lids,25.0,132394420028,EBAY-US,Jars,PayPal,"Glenrock,WY,USA",Active,2017-11-10,2017-12-10
2998,Antique 1900-10 Half Gallon Ball Mason Jar Light Blue Green Triple L w/ Bubbles,14.95,181747484711,EBAY-US,Jars,PayPal,"Salt Lake City,UT,USA",Active,2015-05-16,2017-12-01
2999,Vintage Ball Perfect Mason Round Pint Lot of 4 Ribbed Clear Glass Canning Jars,24.99,132290159764,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-08-09,2017-12-07
3000,ball 3L mason pint in a pale seafoam aqua grn,25.0,192306817865,EBAY-US,Jars,PayPal,"Hastings,MN,USA",Active,2017-09-14,2017-12-13
3001,Vintage Ball Perfect Mason Round Pint Lot of 4 Ribbed Clear Glass Canning Jars,24.99,132290159764,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-08-09,2017-12-07
3002,9 Half Gallon Aqua Blue Green Fruit Canning Jars Ball Wedding Decoration Mason k,149.0,122807491040,EBAY-US,Jars,PayPal,"Payson,IL,USA",Active,2017-11-13,2017-11-23
3003,9 Half Gallon Aqua Blue Green Fruit Canning Jars Ball Wedding Decoration Mason m,149.0,132406125221,EBAY-US,Jars,PayPal,"Payson,IL,USA",Active,2017-11-20,2017-11-30
3004,"Vintahge Bright blue 1 qt Ball Triple L Mason Jar, Vintage Aged Ball Zinc Lid",15.99,222694635729,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-27,2017-11-26
3005,vintage Green Atlas E - Z Seal pint Canning Mason Fruit Jar #2 with blue lid,22.0,142555725654,EBAY-US,Jars,PayPal,"Orchard Park,NY,USA",Active,2017-10-29,2017-11-28
3006,Mason Jar Masons Patent Nov 30th 1858 Colored With Lid Half Gallon Clear Glass,30.0,162762980495,EBAY-US,Jars,PayPal,"Austin,TX,USA",Active,2017-11-19,2017-11-24
3007,(2) 1896-1923 Ball Mason Quart Blue Canning Fruit Jars w/Ball Zinc Lids Slope,39.95,291750879745,EBAY-US,Jars,PayPal,"Mercersburg,PA,USA",Active,2016-04-29,2017-12-20
3008,"VINTAGE BLUE GLASS BALL IDEAL JULY,14,1908 GLASS MASON JAR  #4 WITH WIRE LID",17.0,311954290915,EBAY-US,Jars,PayPal,"Sutter Creek,CA,USA",Active,2017-09-06,2017-12-05
3009,Vintage Ball MASON IMPROVED HG Aqua Canning Jar w/Glass Lid & Screw Band,20.0,122823277223,EBAY-US,Jars,PayPal,"Carthage,NY,USA",Active,2017-11-22,2017-12-22
3010,VINTAGE BOX HAZEL ATLAS ZINC LIDS BOYD MASON CANNING FRUIT JARS NEW OLD STOCK,40.0,263309576554,EBAY-US,Jars,PayPal,"Dalton,OH,USA",Active,2017-11-09,2017-12-09
3011,Samco 11 pcs Clear Glass Samco Genuine Mason Quart Fruit Jars no lids,47.99,352142774189,EBAY-US,Jars,"['CashOnPickup', 'PayPal', 'VisaMC']","Eugene,MO,USA",Active,2017-08-16,2017-12-14
3012,LARGE MASON’S PATENT NOV 30TH 1858 EAGLE STAR CLEAR JAR,50.0,112646947083,EBAY-US,Jars,PayPal,"Goodyear,AZ,USA",Active,2017-11-18,2017-11-25
3013,"Vintage Bright Blue 1 qt Ball Perfect Mason Jar, NOS MINT Ball Zinc Lid, Beautif",12.99,152757515575,EBAY-US,Jars,PayPal,"Berryville,VA,USA",Active,2017-10-24,2017-11-23
3014,Vintage Red Ball Glass Mason Jar Handpainted with Flowers,15.0,282717696722,EBAY-US,Jars,PayPal,"Willingboro,NJ,USA",Active,2017-11-02,2017-12-02
3015,"Antique 3'' Bright Blue ( HERO's ) Cross Mason Jar Insert, Item # - T - 90",12.99,263282494318,EBAY-US,Jars,PayPal,"Inwood,WV,USA",Active,2017-10-26,2017-11-25
